file,IoU,Dice,IoU@50,IoU@75,mAP@50-95
103_jpeg.rf.450f333b0daec838be8239921334d6ef,0.7983527201791778,0.8878711180748061,0.7983527201791778,0.7983527201791778,0.47901163210750664
109_jpeg.rf.42dcf45f2319afcbe5a92dc9b017efc3,0.5556657608695652,0.7143767958985825,0.5556657608695652,0.0,0.11113315217391304
113_jpeg.rf.d72d384741859ef566267ae11f2301b0,0.5968841452917886,0.747560988756293,0.5968841452917886,0.0,0.11937682905835771
117_jpeg.rf.f307d7b80f4cfa53442d7ed6605b414e,0.49723158401540685,0.6642013023554948,0.0,0.0,0.0
153_jpg.rf.b0c0fcca066d521ba700557078b0fee6,0.003578501198624188,0.007131482379007132,0.0,0.0,0.0
155_jpeg.rf.8dcf58edbe54faac429dc26cd2a027b2,0.7621893945862864,0.865048214372244,0.7621893945862864,0.7621893945862864,0.45731363675177183
157_jpeg.rf.e161786185ea50ca4853440b1caa303a,0.4983895903117753,0.6652336528954044,0.0,0.0,0.0
172_jpeg.rf.684e9960d8f3cb6588fac9ff5c6918c5,0.753578574726797,0.8594751162994821,0.753578574726797,0.753578574726797,0.4521471448360782
185_jpeg.rf.a744105f063ee133e9af483a0b85628a,0.6005147384083324,0.7504020100502513,0.6005147384083324,0.0,0.18015442152249972
191_jpg.rf.170aaec8b9b57c3fab678ee301265dfc,0.8990073621126768,0.9468181957046405,0.8990073621126768,0.8990073621126768,0.7192058896901414
214_jpeg.rf.e09c04cf9048d65959c3123a51803650,0.5686475624306617,0.7250163466285913,0.5686475624306617,0.0,0.11372951248613235
219_jpg.rf.563992bfac9e574cc415e3ed44262b7a,0.7214122557175489,0.8381632619628786,0.7214122557175489,0.0,0.36070612785877443
223_jpeg.rf.8ce0c3bbd61a0e8cbd0acee93cf80aa4,0.6016994158258099,0.7513262599469496,0.6016994158258099,0.0,0.18050982474774296
244_jpg.rf.b134a1ed1ba1ab1efa9d8c2c3d6c715c,0.29923413566739604,0.46063157894736845,0.0,0.0,0.0
267_jpeg.rf.9a742ffa32be6c547f83e8cf4d3a9628,0.28302054611758426,0.4411785095320624,0.0,0.0,0.0
278_jpg.rf.d01f04f3eb121aea47707f48e5377ade,0.5420860998072392,0.7030555555555555,0.5420860998072392,0.0,0.054208609980723924
28_jpg.rf.b65189e47ee656c3bbf3244f3d37935b,0.06226885697084373,0.11723747065014979,0.0,0.0,0.0
290_jpeg.rf.5d017d61acf57860bd4bd8d75fa8f7a5,0.7068212456187651,0.8282311313303636,0.7068212456187651,0.0,0.35341062280938257
295_jpeg.rf.4bb9c05a9b10d10957779512f56c7f0c,0.538819320214669,0.7003022552894675,0.538819320214669,0.0,0.053881932021466905
311_jpeg.rf.d4eb78bd8e75a90acb0afc78b03cae4c,0.5213977644248408,0.6854193907954813,0.5213977644248408,0.0,0.052139776442484076
5524300-PPT_jpg.rf.3781d733f6f3b5aa0730bf8f59788f68,0.8235500878734622,0.9032382420971473,0.8235500878734622,0.8235500878734622,0.5764850615114235
5539877-PPT_jpg.rf.37d16bf9846f6c8d378e8053bce9b80b,0.7853350552446549,0.8797620961260247,0.7853350552446549,0.7853350552446549,0.4712010331467929
96_jpg.rf.e9a2bc5bd47197be0f22897c6a34f3ff,0.8210713236327402,0.9017453769958189,0.8210713236327402,0.8210713236327402,0.5747499265429181
ugr_zoo1_png.rf.421a36bc9bf130f6f5b8e751421d3b1a,0.23756179398277597,0.3839190820819446,0.0,0.0,0.0
web24_jpg.rf.2f48274640725fc910900ad889f1ff2d,0.8060074843409177,0.8925848772271961,0.8060074843409177,0.8060074843409177,0.5642052390386424
web25_jpg.rf.f8eb6bafdc6f15b158422c2402a01fd7,0.6970385320171253,0.8214763764834673,0.6970385320171253,0.0,0.2788154128068501
web27_png.rf.c331a77fae41b3fdd8fe8770884680b2,0.766921281561638,0.8680876613629541,0.766921281561638,0.766921281561638,0.46015276893698276
