file,IoU,Dice,IoU@50,IoU@75,mAP@50-95
103_jpeg.rf.450f333b0daec838be8239921334d6ef,0.7984229604992713,0.8879145540686559,0.7984229604992713,0.7984229604992713,0.4790537762995628
109_jpeg.rf.42dcf45f2319afcbe5a92dc9b017efc3,0.676519103624928,0.8070520665850751,0.676519103624928,0.0,0.2706076414499712
113_jpeg.rf.d72d384741859ef566267ae11f2301b0,0.6128278773617551,0.7599420694094298,0.6128278773617551,0.0,0.18384836320852654
117_jpeg.rf.f307d7b80f4cfa53442d7ed6605b414e,0.5054354617018618,0.671480743691899,0.5054354617018618,0.0,0.05054354617018618
153_jpg.rf.b0c0fcca066d521ba700557078b0fee6,0.006097560975609756,0.012121212121212121,0.0,0.0,0.0
155_jpeg.rf.8dcf58edbe54faac429dc26cd2a027b2,0.8068027210884354,0.8930722891566265,0.8068027210884354,0.8068027210884354,0.5647619047619048
157_jpeg.rf.e161786185ea50ca4853440b1caa303a,0.49561843601578703,0.6627605331424993,0.0,0.0,0.0
172_jpeg.rf.684e9960d8f3cb6588fac9ff5c6918c5,0.7750916972324108,0.8732976425284118,0.7750916972324108,0.7750916972324108,0.4650550183394465
185_jpeg.rf.a744105f063ee133e9af483a0b85628a,0.6710739316359281,0.8031648617472814,0.6710739316359281,0.0,0.26842957265437123
191_jpg.rf.170aaec8b9b57c3fab678ee301265dfc,0.9117942547751542,0.9538623233098795,0.9117942547751542,0.9117942547751542,0.8206148292976387
214_jpeg.rf.e09c04cf9048d65959c3123a51803650,0.6107435609370448,0.7583374234713647,0.6107435609370448,0.0,0.18322306828111345
219_jpg.rf.563992bfac9e574cc415e3ed44262b7a,0.7411958809808272,0.8513641561836301,0.7411958809808272,0.0,0.3705979404904136
223_jpeg.rf.8ce0c3bbd61a0e8cbd0acee93cf80aa4,0.7078800352837401,0.8289575621933374,0.7078800352837401,0.0,0.35394001764187005
244_jpg.rf.b134a1ed1ba1ab1efa9d8c2c3d6c715c,0.29216053233520484,0.45220469906662375,0.0,0.0,0.0
267_jpeg.rf.9a742ffa32be6c547f83e8cf4d3a9628,0.45019628143738405,0.6208763423267989,0.0,0.0,0.0
278_jpg.rf.d01f04f3eb121aea47707f48e5377ade,0.46219352423731985,0.632192,0.0,0.0,0.0
28_jpg.rf.b65189e47ee656c3bbf3244f3d37935b,0.11524822695035461,0.2066772655007949,0.0,0.0,0.0
290_jpeg.rf.5d017d61acf57860bd4bd8d75fa8f7a5,0.6982698591247523,0.8223308626399621,0.6982698591247523,0.0,0.2793079436499009
295_jpeg.rf.4bb9c05a9b10d10957779512f56c7f0c,0.666710268149117,0.8000313922461152,0.666710268149117,0.0,0.2666841072596468
311_jpeg.rf.d4eb78bd8e75a90acb0afc78b03cae4c,0.40722621371319406,0.578764394444674,0.0,0.0,0.0
5524300-PPT_jpg.rf.3781d733f6f3b5aa0730bf8f59788f68,0.8211736026467004,0.9018070561239124,0.8211736026467004,0.8211736026467004,0.5748215218526902
5539877-PPT_jpg.rf.37d16bf9846f6c8d378e8053bce9b80b,0.8744143871845247,0.9330000806256551,0.8744143871845247,0.8744143871845247,0.6995315097476198
96_jpg.rf.e9a2bc5bd47197be0f22897c6a34f3ff,0.8573600767702434,0.9232028700230315,0.8573600767702434,0.8573600767702434,0.6858880614161947
ugr_zoo1_png.rf.421a36bc9bf130f6f5b8e751421d3b1a,0.3214873880705625,0.4865538498100237,0.0,0.0,0.0
web24_jpg.rf.2f48274640725fc910900ad889f1ff2d,0.804893950815998,0.8919016548890344,0.804893950815998,0.804893950815998,0.5634257655711986
web25_jpg.rf.f8eb6bafdc6f15b158422c2402a01fd7,0.7020161154377802,0.8249229946418136,0.7020161154377802,0.0,0.3510080577188901
web27_png.rf.c331a77fae41b3fdd8fe8770884680b2,0.8443026766862669,0.9155792998178147,0.8443026766862669,0.8443026766862669,0.5910118736803869
