file,IoU,Dice,IoU@50,IoU@75,mAP@50-95
103_jpeg.rf.450f333b0daec838be8239921334d6ef,0.6054090645348462,0.7542115936790956,0.6054090645348462,0.0,0.18162271936045388
109_jpeg.rf.42dcf45f2319afcbe5a92dc9b017efc3,0.5609942429947341,0.7187652939942669,0.5609942429947341,0.0,0.11219884859894683
113_jpeg.rf.d72d384741859ef566267ae11f2301b0,0.562627310099626,0.7201042839367187,0.562627310099626,0.0,0.1125254620199252
117_jpeg.rf.f307d7b80f4cfa53442d7ed6605b414e,0.5820772814469718,0.7358392516888966,0.5820772814469718,0.0,0.11641545628939436
153_jpg.rf.b0c0fcca066d521ba700557078b0fee6,0.012041327964749677,0.0237961190556619,0.0,0.0,0.0
155_jpeg.rf.8dcf58edbe54faac429dc26cd2a027b2,0.7408539042144565,0.851138515898334,0.7408539042144565,0.0,0.37042695210722826
157_jpeg.rf.e161786185ea50ca4853440b1caa303a,0.37186104910714285,0.5421264046372095,0.0,0.0,0.0
172_jpeg.rf.684e9960d8f3cb6588fac9ff5c6918c5,0.7698374376307742,0.8699527100763914,0.7698374376307742,0.7698374376307742,0.4619024625784645
185_jpeg.rf.a744105f063ee133e9af483a0b85628a,0.5793123327156681,0.7336260481415043,0.5793123327156681,0.0,0.11586246654313362
191_jpg.rf.170aaec8b9b57c3fab678ee301265dfc,0.8804490798402961,0.9364242714990947,0.8804490798402961,0.8804490798402961,0.7043592638722369
214_jpeg.rf.e09c04cf9048d65959c3123a51803650,0.5363693722114561,0.6982297120898784,0.5363693722114561,0.0,0.05363693722114561
219_jpg.rf.563992bfac9e574cc415e3ed44262b7a,0.6389053546729895,0.7796732774730243,0.6389053546729895,0.0,0.19167160640189684
223_jpeg.rf.8ce0c3bbd61a0e8cbd0acee93cf80aa4,0.6601335656213705,0.7952776563183209,0.6601335656213705,0.0,0.2640534262485482
244_jpg.rf.b134a1ed1ba1ab1efa9d8c2c3d6c715c,0.37815020161290325,0.5487793727713267,0.0,0.0,0.0
267_jpeg.rf.9a742ffa32be6c547f83e8cf4d3a9628,0.25126706543080224,0.40162020143044813,0.0,0.0,0.0
278_jpg.rf.d01f04f3eb121aea47707f48e5377ade,0.5954295387219636,0.746419098143236,0.5954295387219636,0.0,0.11908590774439272
28_jpg.rf.b65189e47ee656c3bbf3244f3d37935b,0.14065718489455614,0.2466248172671769,0.0,0.0,0.0
290_jpeg.rf.5d017d61acf57860bd4bd8d75fa8f7a5,0.7171622019428908,0.8352876637180279,0.7171622019428908,0.0,0.3585811009714454
295_jpeg.rf.4bb9c05a9b10d10957779512f56c7f0c,0.5403038182564665,0.7015548645046646,0.5403038182564665,0.0,0.054030381825646644
311_jpeg.rf.d4eb78bd8e75a90acb0afc78b03cae4c,0.28670943932827736,0.44564752626351,0.0,0.0,0.0
5524300-PPT_jpg.rf.3781d733f6f3b5aa0730bf8f59788f68,0.7480314960629921,0.8558558558558559,0.7480314960629921,0.0,0.37401574803149606
5539877-PPT_jpg.rf.37d16bf9846f6c8d378e8053bce9b80b,0.81814086199129,0.8999752209465598,0.81814086199129,0.81814086199129,0.572698603393903
96_jpg.rf.e9a2bc5bd47197be0f22897c6a34f3ff,0.8275774674189977,0.9056551442251547,0.8275774674189977,0.8275774674189977,0.5793042271932984
ugr_zoo1_png.rf.421a36bc9bf130f6f5b8e751421d3b1a,0.2725433810893164,0.4283443458815764,0.0,0.0,0.0
web24_jpg.rf.2f48274640725fc910900ad889f1ff2d,0.7746249122740464,0.8730012825994015,0.7746249122740464,0.7746249122740464,0.46477494736442787
web25_jpg.rf.f8eb6bafdc6f15b158422c2402a01fd7,0.696072452555409,0.8208050917950617,0.696072452555409,0.0,0.27842898102216357
web27_png.rf.c331a77fae41b3fdd8fe8770884680b2,0.7918140474987367,0.8838127467569092,0.7918140474987367,0.7918140474987367,0.475088428499242
